序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
1,马克思主义/思想政治教育,南充职业技术学院,规划基金项目,高职学院工匠人才培养模式探索与实践研究,许立,2017
2,马克思主义/思想政治教育,西北师范大学,规划基金项目,新媒体技术与高校思想政治教育传统优势融合研究,周红,2017
3,马克思主义/思想政治教育,成都学院,青年基金项目,西南少数民族大学生对中华民族理性认同基础及教育对策研究,刘毅,2017
4,马克思主义/思想政治教育,重庆理工大学,青年基金项目,美国高校研究生学术道德课程运行机理研究,赖雪梅,2017
5,哲学,西南政法大学,规划基金项目,西方马克思主义实践观及其效应研究,潘宇鹏,2017
6,哲学,宝鸡文理学院,青年基金项目,儒家“权”思想研究,刘小红,2017
7,哲学,贵州财经大学,青年基金项目,西方左翼科学哲学研究,王凤祥,2017
8,哲学,西北民族大学,青年基金项目,朱子“心学”研究,赵玫,2017
9,宗教学,四川大学,青年基金项目,南山律宗资持派文献整理与研究,国威,2017
10,语言学,重庆三峡学院,规划基金项目,英汉句子建构的语用视点研究,唐淑华,2017
11,语言学,西安文理学院,规划基金项目,基于有生性层级的转喻人认知模式研究,崔建斌,2017
12,语言学,西南交通大学,规划基金项目,川西康区的语言认同与语言教育研究,赵静,2017
13,语言学,长江师范学院,青年基金项目,新世纪（2000-2015）中国对美国非虚构文学的翻译与传播研究,赵国月,2017
14,语言学,重庆大学,青年基金项目,基于数据挖掘的外语学习预警机制研究,肖巍,2017
15,语言学,重庆交通大学,青年基金项目,中英早期外交中访华使团翻译研究,刘黎,2017
16,语言学,重庆三峡学院,青年基金项目,农村留守儿童书面叙事能力及其情感投射方式,肖祎,2017
17,语言学,楚雄师范学院,青年基金项目,湾碧傣语参考语法,周焱,2017
18,语言学,呼和浩特民族学院,青年基金项目,蒙古族大学生民族文化翻译能力与跨文化交际能力的关联路径研究,吴丹,2017
19,语言学,内蒙古大学,青年基金项目,“一带一路”背景下内蒙古历史与文化汉英平行语料库的构建,林杨,2017
