序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
1,马克思主义/思想政治教育,安徽大学,规划基金项目,网络舆论导向中的价值规约研究,田九霞,2017
2,马克思主义/思想政治教育,安庆师范大学,规划基金项目,马克思恩格斯经典文本中的合作化思想及其对中国新型合作化发展的启示,蒋淑晴,2017
3,马克思主义/思想政治教育,安顺学院,规划基金项目,习近平理想信念教育思想研究,袁承蔚,2017
4,马克思主义/思想政治教育,巴音郭楞职业技术学院,规划基金项目,新疆高职院校学生马克思主义认同问题研究,石雪萍,2017
5,马克思主义/思想政治教育,北华航天工业学院,规划基金项目,新中国成立前马克思传记重要文献研究,刘霞,2017
6,马克思主义/思想政治教育,北京工业大学,规划基金项目,习近平全面从严治党的方法论研究,李世忠,2017
7,马克思主义/思想政治教育,北京师范大学,规划基金项目,国家治理现代化中法治思维的现实价值及培育策略研究,马振清,2017
8,马克思主义/思想政治教育,滨州学院,规划基金项目,当代视域中的“新型中国文明”研究,方芳,2017
9,马克思主义/思想政治教育,成都医学院,规划基金项目,历史虚无主义的网络传播、社会影响及对策研究,马建军,2017
10,马克思主义/思想政治教育,大连海洋大学,规划基金项目,大数据时代高校思想政治教育模式创新研究,冯多,2017
11,马克思主义/思想政治教育,东北农业大学,规划基金项目,马克思意识形态理论的历史考辩及影响研究,周启杰,2017
12,马克思主义/思想政治教育,东北师范大学,规划基金项目,高校践行“立德树人”根本任务协同机制研究,常青,2017
13,马克思主义/思想政治教育,东北师范大学,规划基金项目,高校思想政治工作学术话语体系创新研究,唐德先,2017
14,马克思主义/思想政治教育,广东第二师范学院,规划基金项目,威廉斯文化社会主义思想及其当代价值研究,赵传珍,2017
15,马克思主义/思想政治教育,广东第二师范学院,规划基金项目,中国知识分子的政治认同研究,陈华,2017
16,马克思主义/思想政治教育,广东医科大学,规划基金项目,主流意识形态话语权的生成机制研究,操奇,2017
17,马克思主义/思想政治教育,河北建筑工程学院,规划基金项目,新媒体时代高校思政课教学实效性探究,赫鹏飞,2017
18,马克思主义/思想政治教育,河南财经政法大学,规划基金项目,乡村协商治理现代化问题研究,张淑梅,2017
19,马克思主义/思想政治教育,湖北师范大学,规划基金项目,中国共产党廉洁形象建设研究,杨邓红,2017
20,马克思主义/思想政治教育,湖南理工学院,规划基金项目,习近平共享思想研究,任荣,2017
21,马克思主义/思想政治教育,华南理工大学,规划基金项目,社会主义协商民主体系中的政党协商机制建设研究,莫岳云,2017
22,马克思主义/思想政治教育,华侨大学,规划基金项目,内地高校香港学生国家认同实证研究,骆文伟,2017
23,马克思主义/思想政治教育,淮阴师范学院,规划基金项目,习近平“政治规矩”的缘起与践行路径研究,卢春雷,2017
24,马克思主义/思想政治教育,吉林大学,规划基金项目,社会主义核心价值观日常生活化的话语策略研究,王冬云,2017
25,马克思主义/思想政治教育,吉林大学,规划基金项目,“互联网+”时代中国特色社会主义文化发展境遇与理想诉求研究,付秀荣,2017
26,马克思主义/思想政治教育,江南大学,规划基金项目,整体性视域下高校思想政治工作协同机制创新研究,吴正国,2017
27,马克思主义/思想政治教育,辽宁石油化工大学,规划基金项目,全面依法治国视阈下大学生法治精神培育的实证研究,李新仓,2017
28,马克思主义/思想政治教育,聊城大学,规划基金项目,汉字传承与中华民族精神的塑造,郑继江,2017
29,马克思主义/思想政治教育,临沂大学,规划基金项目,与人民同呼吸共命运：习近平群众观研究,王春梅,2017
30,马克思主义/思想政治教育,南昌大学,规划基金项目,改革开放以来我党弘扬爱国主义的基本经验研究,郑志发,2017
31,马克思主义/思想政治教育,南开大学,规划基金项目,21世纪以来发达资本主义国家工人阶级状况研究,孙寿涛,2017
32,马克思主义/思想政治教育,宁波大红鹰学院,规划基金项目,习近平总书记对马克思主义青年教育思想的继承与发展研究,王臣申,2017
33,马克思主义/思想政治教育,上海师范大学,规划基金项目,高校马克思主义理论宣传资源整合机制研究,吴跃东,2017
34,马克思主义/思想政治教育,绍兴文理学院,规划基金项目,马克思共同体思想视域下的人类命运共同体研究,洪波,2017
35,马克思主义/思想政治教育,无锡商业职业技术学院,规划基金项目,社会思潮对大学生影响的跟踪分析及有效引导研究,王虹,2017
36,马克思主义/思想政治教育,无锡职业技术学院,规划基金项目,习近平关于党员干部自身修养重要论述的理论价值和实践要求研究,周春兰,2017
37,马克思主义/思想政治教育,武汉轻工大学,规划基金项目,依托优良家风践行社会主义核心价值观研究,汪早容,2017
38,马克思主义/思想政治教育,西南政法大学,规划基金项目,列宁的信仰思想及其当代价值研究,谢俊,2017
39,马克思主义/思想政治教育,扬州大学,规划基金项目,建国初期（1949-1956）社会主义意识形态大众化及其历史经验研究,吴荣军,2017
40,马克思主义/思想政治教育,扬州大学,规划基金项目,陈云财经治理理论研究,华清君,2017
41,马克思主义/思想政治教育,云南师范大学,规划基金项目,西部跨境族群培育和践行社会主义核心价值观的差异性研究,张悦,2017
42,马克思主义/思想政治教育,枣庄学院,规划基金项目,国家认同视域中香港公民教育的审思与优化研究,张昌林,2017
43,马克思主义/思想政治教育,浙江财经大学,规划基金项目,全媒体环境下大学生性道德引导与纠偏机制研究,王宇航,2017
44,马克思主义/思想政治教育,浙江工商大学,规划基金项目,高校思想政治理论课“积极体验式”教学模式及其拓展应用研究,姚月红,2017
45,马克思主义/思想政治教育,浙江理工大学,规划基金项目,思想政治教育视域中大学生心理健康教育专业化及其推进策略的研究,裴学进,2017
46,马克思主义/思想政治教育,浙江农林大学,规划基金项目,社会主义核心价值观导引民间信仰的嵌入机制及路径研究,刘妙桃,2017
