序号,学科门类,学校名称,项目类别,项目名称,申请人,年份
1,中国特色社会主义理论体系研究,东北大学,专项任务项目,习近平对社会主义意识形态理论的丰富发展及实践要求研究,王文慧,2016
2,中国特色社会主义理论体系研究,中国农业大学,专项任务项目,全面依法治国背景下学校法治教育中的社会参与机制研究,车雷,2016
3,中国特色社会主义理论体系研究,北京交通大学,专项任务项目,马克思主义共同富裕思想在中国的运用与发展研究,王琳,2016
4,中国特色社会主义理论体系研究,西南大学,专项任务项目,中国特色社会主义政治建设研究,易艳华,2016
5,中国特色社会主义理论体系研究,华中师范大学,专项任务项目,“互联网+”背景下社会主义核心价值观的传播研究,邵彦涛,2016
6,中国特色社会主义理论体系研究,烟台大学,专项任务项目,新中国成立以来协调发展演变历程及启示研究,吴小妮,2016
7,中国特色社会主义理论体系研究,商丘师范学院,专项任务项目,转型时期社会矛盾预防机制研究,程昆,2016
8,中国特色社会主义理论体系研究,钦州学院,专项任务项目,西南边境地区社会治理精细化与开放发展研究,马友乐,2016
9,中国特色社会主义理论体系研究,福建师范大学,专项任务项目,推进中国绿色发展的机制研究,邓翠华,2016
10,中国特色社会主义理论体系研究,广东海洋大学,专项任务项目,三沙市绿色发展体制机制和公共政策的中国生态智慧研究,李林杰,2016
11,中国特色社会主义理论体系研究,福州外语外贸学院,专项任务项目,习近平在福建工作期间的执政方略与施政实践研究,林善炜,2016
12,中国特色社会主义理论体系研究,武昌理工学院,专项任务项目,习近平供给侧改革思想研究,曾晓辉,2016
13,中国特色社会主义理论体系研究,山东工商学院,专项任务项目,习近平互联网治理思想研究,吴现波,2016
14,中国特色社会主义理论体系研究,北京第二外国语学院,专项任务项目,习近平的历史观研究,马进甫,2016
15,中国特色社会主义理论体系研究,河南科技大学,专项任务项目,习近平对马克思主义中国化的贡献研究,马德成,2016
16,中国特色社会主义理论体系研究,江西科技师范大学,专项任务项目,党史文化视阈下八一精神的思想政治教育价值研究,舒醒,2016
17,中国特色社会主义理论体系研究,华侨大学,专项任务项目,当代中国马克思主义话语体系构建研究,张进军,2016
18,中国特色社会主义理论体系研究,福建师范大学,专项任务项目,马克思拜物教批判理论的当代审视,李瑞德,2016
19,中国特色社会主义理论体系研究,泰山医学院,专项任务项目,马克思劳动价值论视域下劳动者获得感研究,郭学静,2016
20,中国特色社会主义理论体系研究,临沂大学,专项任务项目,马克思《资本论》及其手稿中正义思想与当代中国共享发展研究,王文峰,2016
21,中国特色社会主义理论体系研究,安阳师范学院,专项任务项目,列宁东方理论与中国道路探索研究,周丽君,2016
